,Injury.Severity
76370,Non-Fatal
76371,Non-Fatal
76372,Non-Fatal
76373,Fatal
76374,Non-Fatal
76375,Non-Fatal
76376,Non-Fatal
76377,Non-Fatal
76378,Non-Fatal
76379,Fatal
76380,Non-Fatal
76381,Non-Fatal
76382,Non-Fatal
76383,Non-Fatal
76384,Non-Fatal
76385,Fatal
76386,Non-Fatal
76387,Fatal
76388,Fatal
76389,Non-Fatal
76390,
76391,Non-Fatal
76392,Non-Fatal
76393,Non-Fatal
76394,Non-Fatal
76395,Fatal
76396,Non-Fatal
76397,Fatal
76398,Non-Fatal
76399,Non-Fatal
76400,Non-Fatal
76401,Non-Fatal
76402,Non-Fatal
76403,Non-Fatal
76404,Non-Fatal
76405,Fatal
76406,Non-Fatal
76407,Fatal
76408,Non-Fatal
76409,Non-Fatal
76410,Non-Fatal
76411,Non-Fatal
76412,Non-Fatal
76413,Non-Fatal
76414,Non-Fatal
76415,Non-Fatal
76416,Fatal
76417,Non-Fatal
76418,Non-Fatal
76419,Non-Fatal
76420,Non-Fatal
76421,Fatal
76422,Non-Fatal
76423,Non-Fatal
76424,Non-Fatal
76425,Non-Fatal
76426,Non-Fatal
76427,Non-Fatal
76428,
76429,
76430,
76431,Fatal
76432,Non-Fatal
76433,Non-Fatal
76434,Non-Fatal
76435,Non-Fatal
76436,Non-Fatal
76437,Non-Fatal
76438,Fatal
76439,Non-Fatal
76440,Non-Fatal
76441,Non-Fatal
76442,Non-Fatal
76443,Non-Fatal
76444,Fatal
76445,Fatal
76446,Non-Fatal
76447,Fatal
76448,Non-Fatal
76449,Non-Fatal
76450,Non-Fatal
76451,Fatal
76452,Non-Fatal
76453,Fatal
76454,Fatal
76455,Non-Fatal
76456,Non-Fatal
76457,Non-Fatal
76458,Fatal
76459,Fatal
76460,Non-Fatal
76461,Fatal
76462,Non-Fatal
76463,
76464,Non-Fatal
76465,Non-Fatal
76466,Fatal
76467,Fatal
76468,Non-Fatal
76469,Fatal
76470,Non-Fatal
76471,Non-Fatal
76472,Non-Fatal
76473,Fatal
76474,Non-Fatal
76475,Non-Fatal
76476,Non-Fatal
76477,Non-Fatal
76478,Fatal
76479,Non-Fatal
76480,Non-Fatal
76481,Non-Fatal
76482,Fatal
76483,Non-Fatal
76484,Non-Fatal
76485,Fatal
76486,Non-Fatal
76487,
76488,Non-Fatal
76489,Fatal
76490,Non-Fatal
76491,Non-Fatal
76492,Fatal
76493,Fatal
76494,Non-Fatal
76495,Non-Fatal
76496,Non-Fatal
76497,Fatal
76498,Fatal
76499,Non-Fatal
76500,Fatal
76501,
76502,Non-Fatal
76503,
76504,Non-Fatal
76505,Fatal
76506,Non-Fatal
76507,
76508,Fatal
76509,Non-Fatal
76510,Fatal
76511,Fatal
76512,Non-Fatal
76513,Non-Fatal
76514,Non-Fatal
76515,Non-Fatal
76516,Non-Fatal
76517,Non-Fatal
76518,Non-Fatal
76519,Non-Fatal
76520,Non-Fatal
76521,Non-Fatal
76522,Non-Fatal
76523,Non-Fatal
76524,Non-Fatal
76525,Non-Fatal
76526,Non-Fatal
76527,Fatal
76528,Non-Fatal
76529,Non-Fatal
76530,Non-Fatal
76531,Non-Fatal
76532,Non-Fatal
76533,Non-Fatal
76534,Non-Fatal
76535,Non-Fatal
76536,Non-Fatal
76537,Non-Fatal
76538,Non-Fatal
76539,Non-Fatal
76540,Non-Fatal
76541,Fatal
76542,Non-Fatal
76543,
76544,Non-Fatal
76545,Non-Fatal
76546,Non-Fatal
76547,Non-Fatal
76548,Fatal
76549,Fatal
76550,Fatal
76551,Non-Fatal
76552,Non-Fatal
76553,
76554,Non-Fatal
76555,Non-Fatal
76556,Non-Fatal
76557,Non-Fatal
76558,Non-Fatal
76559,Non-Fatal
76560,Fatal
76561,Non-Fatal
76562,
76563,Non-Fatal
76564,Fatal
76565,Non-Fatal
76566,Non-Fatal
76567,Non-Fatal
76568,Non-Fatal
76569,Non-Fatal
76570,Non-Fatal
76571,Non-Fatal
76572,Non-Fatal
76573,Non-Fatal
76574,Non-Fatal
76575,Non-Fatal
76576,
76577,
76578,Non-Fatal
76579,Fatal
76580,Non-Fatal
76581,Fatal
76582,Fatal
76583,Non-Fatal
76584,Non-Fatal
76585,Non-Fatal
76586,Non-Fatal
76587,Non-Fatal
76588,Non-Fatal
76589,Non-Fatal
76590,Non-Fatal
76591,Fatal
76592,Non-Fatal
76593,Non-Fatal
76594,Non-Fatal
76595,Non-Fatal
76596,Fatal
76597,Non-Fatal
76598,Non-Fatal
76599,Non-Fatal
76600,Fatal
76601,Non-Fatal
76602,Non-Fatal
76603,Fatal
76604,Non-Fatal
76605,Non-Fatal
76606,Fatal
76607,Fatal
76608,Non-Fatal
76609,Non-Fatal
76610,Fatal
76611,Non-Fatal
76612,Non-Fatal
76613,Non-Fatal
76614,Non-Fatal
76615,
76616,Non-Fatal
76617,Non-Fatal
76618,Non-Fatal
76619,Non-Fatal
76620,Non-Fatal
76621,Non-Fatal
76622,Fatal
76623,Non-Fatal
76624,Non-Fatal
76625,Fatal
76626,Non-Fatal
76627,Non-Fatal
76628,Non-Fatal
76629,Non-Fatal
76630,Fatal
76631,Non-Fatal
76632,Non-Fatal
76633,Non-Fatal
76634,Non-Fatal
76635,Non-Fatal
76636,Non-Fatal
76637,Non-Fatal
76638,Non-Fatal
76639,Non-Fatal
76640,Non-Fatal
76641,Non-Fatal
76642,Fatal
76643,Non-Fatal
76644,Fatal
76645,Non-Fatal
76646,Non-Fatal
76647,Non-Fatal
76648,Non-Fatal
76649,Non-Fatal
76650,Non-Fatal
76651,Non-Fatal
76652,Fatal
76653,Fatal
76654,Fatal
76655,Non-Fatal
76656,Non-Fatal
76657,Fatal
76658,Non-Fatal
76659,Fatal
76660,Non-Fatal
76661,Non-Fatal
76662,Non-Fatal
76663,Non-Fatal
76664,Non-Fatal
76665,Non-Fatal
76666,Non-Fatal
76667,Non-Fatal
76668,Fatal
76669,Non-Fatal
76670,Fatal
76671,Non-Fatal
76672,Non-Fatal
76673,Non-Fatal
76674,Non-Fatal
76675,Non-Fatal
76676,
76677,Non-Fatal
76678,Fatal
76679,Non-Fatal
76680,Non-Fatal
76681,Non-Fatal
76682,Non-Fatal
76683,Non-Fatal
76684,Non-Fatal
76685,Non-Fatal
76686,Non-Fatal
76687,Non-Fatal
76688,Non-Fatal
76689,Fatal
76690,Non-Fatal
76691,Non-Fatal
76692,Non-Fatal
76693,Non-Fatal
76694,Non-Fatal
76695,Non-Fatal
76696,Non-Fatal
76697,Non-Fatal
76698,Non-Fatal
76699,Fatal
76700,Non-Fatal
76701,Fatal
76702,Non-Fatal
76703,Non-Fatal
76704,Non-Fatal
76705,Non-Fatal
76706,Non-Fatal
76707,Fatal
76708,Non-Fatal
76709,Non-Fatal
76710,Non-Fatal
76711,Non-Fatal
76712,Fatal
76713,Non-Fatal
76714,Fatal
76715,Fatal
76716,Fatal
76717,Fatal
76718,Fatal
76719,Non-Fatal
76720,
76721,Non-Fatal
76722,Non-Fatal
76723,Fatal
76724,Non-Fatal
76725,Non-Fatal
76726,Non-Fatal
76727,Non-Fatal
76728,Fatal
76729,Fatal
76730,Non-Fatal
76731,Non-Fatal
76732,Non-Fatal
76733,Fatal
76734,Fatal
76735,Non-Fatal
76736,Non-Fatal
76737,Non-Fatal
76738,Non-Fatal
76739,Fatal
76740,Non-Fatal
76741,Non-Fatal
76742,Fatal
76743,Non-Fatal
76744,Non-Fatal
76745,Non-Fatal
76746,Non-Fatal
76747,Non-Fatal
76748,Non-Fatal
76749,Non-Fatal
76750,Fatal
76751,Non-Fatal
76752,Fatal
76753,Non-Fatal
76754,Non-Fatal
76755,Fatal
76756,Non-Fatal
76757,Non-Fatal
76758,Non-Fatal
76759,Non-Fatal
76760,Non-Fatal
76761,Non-Fatal
76762,Non-Fatal
76763,Non-Fatal
76764,Fatal
76765,Non-Fatal
76766,Non-Fatal
76767,Non-Fatal
76768,Non-Fatal
76769,Non-Fatal
76770,Non-Fatal
76771,Non-Fatal
76772,
76773,Fatal
76774,Non-Fatal
76775,Non-Fatal
76776,Fatal
76777,Non-Fatal
76778,Non-Fatal
76779,Non-Fatal
76780,Non-Fatal
76781,Fatal
76782,Fatal
76783,Non-Fatal
76784,Non-Fatal
76785,Non-Fatal
76786,Non-Fatal
76787,Non-Fatal
76788,Non-Fatal
76789,Non-Fatal
76790,Non-Fatal
76791,Fatal
76792,Non-Fatal
76793,Fatal
76794,Non-Fatal
76795,Non-Fatal
76796,Fatal
76797,Non-Fatal
76798,Non-Fatal
76799,Non-Fatal
76800,Non-Fatal
76801,Fatal
76802,Non-Fatal
76803,Fatal
76804,Non-Fatal
76805,Non-Fatal
76806,Non-Fatal
76807,Non-Fatal
76808,Non-Fatal
76809,Fatal
76810,Non-Fatal
76811,Fatal
76812,Non-Fatal
76813,Non-Fatal
76814,Non-Fatal
76815,Fatal
76816,Non-Fatal
76817,Non-Fatal
76818,Non-Fatal
76819,Non-Fatal
76820,Non-Fatal
76821,Non-Fatal
76822,Fatal
76823,Non-Fatal
76824,Fatal
76825,Non-Fatal
76826,Non-Fatal
76827,Non-Fatal
76828,Non-Fatal
76829,Non-Fatal
76830,Non-Fatal
76831,Non-Fatal
76832,Non-Fatal
76833,Non-Fatal
76834,Fatal
76835,Non-Fatal
76836,Non-Fatal
76837,Fatal
76838,Non-Fatal
76839,Non-Fatal
76840,Non-Fatal
76841,Fatal
76842,Non-Fatal
76843,Non-Fatal
76844,Non-Fatal
76845,Non-Fatal
76846,Non-Fatal
76847,Fatal
76848,Non-Fatal
76849,Non-Fatal
76850,Fatal
76851,Non-Fatal
76852,Fatal
76853,Fatal
76854,Non-Fatal
76855,Non-Fatal
76856,Non-Fatal
76857,Non-Fatal
76858,Non-Fatal
76859,Non-Fatal
76860,Non-Fatal
76861,Non-Fatal
76862,Non-Fatal
76863,Non-Fatal
76864,Non-Fatal
76865,Non-Fatal
76866,
76867,Non-Fatal
76868,Non-Fatal
76869,Non-Fatal
76870,Non-Fatal
76871,Non-Fatal
76872,Non-Fatal
76873,Non-Fatal
76874,
76875,Non-Fatal
76876,Fatal
76877,Fatal
76878,Non-Fatal
76879,Non-Fatal
76880,Non-Fatal
76881,Fatal
76882,Fatal
76883,Non-Fatal
76884,Non-Fatal
76885,Non-Fatal
76886,Non-Fatal
76887,Non-Fatal
76888,Fatal
76889,Non-Fatal
76890,Fatal
76891,Non-Fatal
76892,Non-Fatal
76893,Non-Fatal
76894,Non-Fatal
76895,Non-Fatal
76896,Non-Fatal
76897,Non-Fatal
76898,Fatal
76899,Fatal
76900,Non-Fatal
76901,Non-Fatal
76902,Non-Fatal
76903,Non-Fatal
76904,Non-Fatal
76905,Non-Fatal
76906,Fatal
76907,Non-Fatal
76908,Non-Fatal
76909,Non-Fatal
76910,Non-Fatal
76911,Non-Fatal
76912,Non-Fatal
76913,Non-Fatal
76914,Fatal
76915,Non-Fatal
76916,
76917,Non-Fatal
76918,Non-Fatal
76919,Non-Fatal
76920,Non-Fatal
76921,Fatal
76922,Non-Fatal
76923,Non-Fatal
76924,Non-Fatal
76925,Fatal
76926,Non-Fatal
76927,Non-Fatal
76928,Non-Fatal
76929,Non-Fatal
76930,Fatal
76931,Non-Fatal
76932,Non-Fatal
76933,Fatal
76934,Non-Fatal
76935,
76936,Non-Fatal
76937,Non-Fatal
76938,Non-Fatal
76939,Non-Fatal
76940,Non-Fatal
76941,Non-Fatal
76942,Non-Fatal
76943,Non-Fatal
76944,Non-Fatal
76945,Fatal
76946,Non-Fatal
76947,Non-Fatal
76948,Non-Fatal
76949,Non-Fatal
76950,Non-Fatal
76951,Non-Fatal
76952,Non-Fatal
76953,Non-Fatal
76954,Non-Fatal
76955,Non-Fatal
76956,
76957,Non-Fatal
76958,Non-Fatal
76959,Non-Fatal
76960,Non-Fatal
76961,Non-Fatal
76962,Fatal
76963,Non-Fatal
76964,Fatal
76965,Non-Fatal
76966,Non-Fatal
76967,Non-Fatal
76968,Fatal
76969,Non-Fatal
76970,Non-Fatal
76971,Non-Fatal
76972,Non-Fatal
76973,Non-Fatal
76974,Non-Fatal
76975,Non-Fatal
76976,Non-Fatal
76977,Non-Fatal
76978,Non-Fatal
76979,Non-Fatal
76980,Non-Fatal
76981,Non-Fatal
76982,Fatal
76983,Fatal
76984,Non-Fatal
76985,Non-Fatal
76986,Fatal
76987,Non-Fatal
76988,Non-Fatal
76989,Non-Fatal
76990,Non-Fatal
76991,Non-Fatal
76992,Non-Fatal
76993,Fatal
76994,Fatal
76995,Non-Fatal
76996,Non-Fatal
76997,Non-Fatal
76998,Non-Fatal
76999,Non-Fatal
77000,Non-Fatal
77001,Non-Fatal
77002,Non-Fatal
77003,Non-Fatal
77004,Non-Fatal
77005,Non-Fatal
77006,Non-Fatal
77007,Non-Fatal
77008,Non-Fatal
77009,Non-Fatal
77010,Non-Fatal
77011,Non-Fatal
77012,Non-Fatal
77013,Non-Fatal
77014,Non-Fatal
77015,Non-Fatal
77016,Non-Fatal
77017,Non-Fatal
77018,Non-Fatal
77019,Non-Fatal
77020,Non-Fatal
77021,Fatal
77022,Non-Fatal
77023,
77024,Non-Fatal
77025,Fatal
77026,Non-Fatal
77027,Fatal
77028,Fatal
77029,Non-Fatal
77030,Non-Fatal
77031,Non-Fatal
77032,Non-Fatal
77033,Non-Fatal
77034,Non-Fatal
77035,Non-Fatal
77036,Fatal
77037,Non-Fatal
77038,Non-Fatal
77039,Non-Fatal
77040,Fatal
77041,Fatal
77042,Non-Fatal
77043,Fatal
77044,Fatal
77045,
77046,Non-Fatal
77047,Non-Fatal
77048,Fatal
77049,Fatal
77050,Non-Fatal
77051,Non-Fatal
77052,Non-Fatal
77053,Non-Fatal
77054,Non-Fatal
77055,Fatal
77056,Non-Fatal
77057,
77058,Non-Fatal
77059,Fatal
77060,
77061,Non-Fatal
77062,Non-Fatal
77063,Fatal
77064,Fatal
77065,Non-Fatal
77066,Non-Fatal
77067,Non-Fatal
77068,Non-Fatal
77069,Non-Fatal
77070,Non-Fatal
77071,Non-Fatal
77072,Non-Fatal
77073,Non-Fatal
77074,Non-Fatal
77075,Non-Fatal
77076,Non-Fatal
77077,Non-Fatal
77078,Non-Fatal
77079,Non-Fatal
77080,Non-Fatal
77081,Non-Fatal
77082,Non-Fatal
77083,Fatal
77084,
77085,Non-Fatal
77086,Non-Fatal
77087,Non-Fatal
77088,Non-Fatal
77089,Non-Fatal
77090,Non-Fatal
77091,Non-Fatal
77092,
77093,Non-Fatal
77094,Fatal
77095,Fatal
77096,Fatal
77097,Non-Fatal
77098,Fatal
77099,Fatal
77100,Non-Fatal
77101,Non-Fatal
77102,Non-Fatal
77103,Non-Fatal
77104,Non-Fatal
77105,Non-Fatal
77106,Non-Fatal
77107,Fatal
77108,Non-Fatal
77109,Non-Fatal
77110,Non-Fatal
77111,Fatal
77112,Non-Fatal
77113,Non-Fatal
77114,Non-Fatal
77115,Fatal
77116,Fatal
77117,Non-Fatal
77118,Non-Fatal
77119,Fatal
77120,Non-Fatal
77121,Fatal
77122,Non-Fatal
77123,Fatal
77124,Fatal
77125,Non-Fatal
77126,Fatal
77127,Non-Fatal
77128,Non-Fatal
77129,Non-Fatal
77130,Non-Fatal
77131,Non-Fatal
77132,Non-Fatal
77133,
77134,Non-Fatal
77135,Fatal
77136,Non-Fatal
77137,
77138,Non-Fatal
77139,Fatal
77140,Non-Fatal
77141,Non-Fatal
77142,Non-Fatal
77143,Non-Fatal
77144,Fatal
77145,Fatal
77146,Fatal
77147,Non-Fatal
77148,Non-Fatal
77149,Fatal
77150,Fatal
77151,Non-Fatal
77152,Non-Fatal
77153,Non-Fatal
77154,Non-Fatal
77155,Non-Fatal
77156,Non-Fatal
77157,Non-Fatal
77158,Fatal
77159,Fatal
77160,Non-Fatal
77161,Non-Fatal
77162,Non-Fatal
77163,Non-Fatal
77164,Non-Fatal
77165,Non-Fatal
77166,Non-Fatal
77167,Non-Fatal
77168,Non-Fatal
77169,
77170,Non-Fatal
77171,Fatal
77172,Non-Fatal
77173,Non-Fatal
77174,Non-Fatal
77175,Fatal
77176,Fatal
77177,Non-Fatal
77178,Non-Fatal
77179,Fatal
77180,Non-Fatal
77181,Non-Fatal
77182,
77183,Non-Fatal
77184,Non-Fatal
77185,Non-Fatal
77186,Fatal
77187,Non-Fatal
77188,Non-Fatal
77189,Non-Fatal
77190,Fatal
77191,Non-Fatal
77192,Non-Fatal
77193,Non-Fatal
77194,Non-Fatal
77195,Non-Fatal
77196,Non-Fatal
77197,Non-Fatal
77198,Non-Fatal
77199,Non-Fatal
77200,Non-Fatal
77201,Non-Fatal
77202,Fatal
77203,Non-Fatal
77204,Fatal
77205,Fatal
77206,Non-Fatal
77207,Non-Fatal
77208,Fatal
77209,Non-Fatal
77210,Non-Fatal
77211,Non-Fatal
77212,Non-Fatal
77213,Non-Fatal
77214,Fatal
77215,Non-Fatal
77216,Non-Fatal
77217,Non-Fatal
77218,Non-Fatal
77219,Non-Fatal
77220,Fatal
77221,Fatal
77222,Fatal
77223,Fatal
77224,Non-Fatal
77225,Non-Fatal
77226,Non-Fatal
77227,Non-Fatal
77228,Non-Fatal
77229,Non-Fatal
77230,Fatal
77231,Fatal
77232,Fatal
77233,Non-Fatal
77234,Non-Fatal
77235,Non-Fatal
77236,Non-Fatal
77237,Non-Fatal
77238,Non-Fatal
77239,Non-Fatal
77240,Fatal
77241,Non-Fatal
77242,Non-Fatal
77243,Non-Fatal
77244,Non-Fatal
77245,Fatal
77246,Fatal
77247,Non-Fatal
77248,Non-Fatal
77249,Non-Fatal
77250,Non-Fatal
77251,Non-Fatal
77252,Non-Fatal
77253,Non-Fatal
77254,Non-Fatal
77255,Non-Fatal
77256,Fatal
77257,Non-Fatal
77258,Fatal
77259,Non-Fatal
77260,
77261,Non-Fatal
77262,Fatal
77263,Non-Fatal
77264,Fatal
77265,Non-Fatal
77266,Non-Fatal
77267,Non-Fatal
77268,Non-Fatal
77269,Fatal
77270,Non-Fatal
77271,Fatal
77272,Fatal
77273,Non-Fatal
77274,Fatal
77275,Fatal
77276,Non-Fatal
77277,Non-Fatal
77278,Non-Fatal
77279,Non-Fatal
77280,Non-Fatal
77281,Fatal
77282,Fatal
77283,Non-Fatal
77284,Non-Fatal
77285,Non-Fatal
77286,Non-Fatal
77287,Non-Fatal
77288,Non-Fatal
77289,Fatal
77290,Fatal
77291,Non-Fatal
77292,Non-Fatal
77293,Non-Fatal
77294,Non-Fatal
77295,Fatal
77296,Fatal
77297,Fatal
77298,Non-Fatal
77299,Fatal
77300,Fatal
77301,Non-Fatal
77302,Non-Fatal
77303,Non-Fatal
77304,Non-Fatal
77305,Fatal
77306,Fatal
77307,Non-Fatal
77308,Non-Fatal
77309,
77310,Non-Fatal
77311,Non-Fatal
77312,Non-Fatal
77313,Non-Fatal
77314,Fatal
77315,Non-Fatal
77316,Non-Fatal
77317,Non-Fatal
77318,Non-Fatal
77319,Fatal
77320,Non-Fatal
77321,Non-Fatal
77322,Fatal
77323,Non-Fatal
77324,Non-Fatal
77325,Non-Fatal
77326,Non-Fatal
77327,Non-Fatal
77328,Non-Fatal
77329,Fatal
77330,Non-Fatal
77331,Non-Fatal
77332,Non-Fatal
77333,Non-Fatal
77334,Non-Fatal
77335,Non-Fatal
77336,Non-Fatal
77337,Non-Fatal
77338,Non-Fatal
77339,Non-Fatal
77340,Non-Fatal
77341,Non-Fatal
77342,Non-Fatal
77343,Non-Fatal
77344,Fatal
77345,Non-Fatal
77346,Non-Fatal
77347,Non-Fatal
77348,Fatal
77349,Non-Fatal
77350,Non-Fatal
77351,Non-Fatal
77352,Non-Fatal
77353,Non-Fatal
77354,Non-Fatal
77355,Non-Fatal
77356,Non-Fatal
77357,Non-Fatal
77358,Non-Fatal
77359,Non-Fatal
77360,Non-Fatal
77361,Fatal
77362,Non-Fatal
77363,Non-Fatal
77364,Non-Fatal
77365,Non-Fatal
77366,Non-Fatal
77367,Non-Fatal
77368,Non-Fatal
77369,Non-Fatal
77370,Non-Fatal
77371,Non-Fatal
77372,Non-Fatal
77373,Non-Fatal
77374,Non-Fatal
77375,Fatal
77376,Fatal
77377,Fatal
77378,Non-Fatal
77379,Non-Fatal
77380,Non-Fatal
77381,Fatal
77382,Fatal
77383,Non-Fatal
77384,Non-Fatal
77385,Non-Fatal
77386,Fatal
77387,Fatal
77388,Non-Fatal
77389,Non-Fatal
77390,Non-Fatal
77391,Non-Fatal
77392,Non-Fatal
77393,Non-Fatal
77394,Non-Fatal
77395,Fatal
77396,Non-Fatal
77397,Non-Fatal
77398,Non-Fatal
77399,Fatal
77400,Non-Fatal
77401,Non-Fatal
77402,Non-Fatal
77403,
77404,Non-Fatal
77405,Non-Fatal
77406,Non-Fatal
77407,Fatal
77408,Fatal
77409,Fatal
77410,Fatal
77411,Non-Fatal
77412,Non-Fatal
77413,Non-Fatal
77414,Fatal
77415,Fatal
77416,Non-Fatal
77417,Non-Fatal
77418,Non-Fatal
77419,Non-Fatal
77420,Non-Fatal
77421,Fatal
77422,Non-Fatal
77423,Non-Fatal
77424,Non-Fatal
77425,Non-Fatal
77426,Fatal
77427,Non-Fatal
77428,Non-Fatal
77429,Non-Fatal
77430,Fatal
77431,Non-Fatal
77432,Fatal
77433,Non-Fatal
77434,Fatal
77435,Non-Fatal
77436,Non-Fatal
77437,Non-Fatal
77438,Non-Fatal
77439,Fatal
77440,Fatal
77441,Fatal
77442,Non-Fatal
77443,Non-Fatal
77444,Fatal
77445,Non-Fatal
77446,Non-Fatal
77447,Non-Fatal
77448,Fatal
77449,Non-Fatal
77450,Non-Fatal
77451,Fatal
77452,Fatal
77453,Non-Fatal
77454,Non-Fatal
77455,Non-Fatal
77456,Fatal
77457,Non-Fatal
77458,Non-Fatal
77459,Non-Fatal
77460,Non-Fatal
77461,Non-Fatal
77462,Non-Fatal
77463,Fatal
77464,Non-Fatal
77465,Fatal
77466,Non-Fatal
77467,Fatal
77468,Fatal
77469,Fatal
77470,Non-Fatal
77471,Non-Fatal
77472,Non-Fatal
77473,Non-Fatal
77474,Fatal
77475,Non-Fatal
77476,Non-Fatal
77477,Non-Fatal
77478,Non-Fatal
77479,Non-Fatal
77480,Non-Fatal
77481,Fatal
77482,Fatal
77483,Fatal
77484,Non-Fatal
77485,Non-Fatal
77486,Non-Fatal
77487,Non-Fatal
77488,Non-Fatal
77489,Non-Fatal
77490,Fatal
77491,Non-Fatal
77492,Non-Fatal
77493,Non-Fatal
77494,Non-Fatal
77495,
77496,Non-Fatal
77497,Non-Fatal
77498,Non-Fatal
77499,Fatal
77500,Fatal
77501,Non-Fatal
77502,Non-Fatal
77503,Non-Fatal
77504,Non-Fatal
77505,Non-Fatal
77506,Non-Fatal
77507,Fatal
77508,Non-Fatal
77509,Non-Fatal
77510,Non-Fatal
77511,Non-Fatal
77512,Non-Fatal
77513,Non-Fatal
77514,Non-Fatal
77515,Non-Fatal
77516,Non-Fatal
77517,Non-Fatal
77518,Fatal
77519,Fatal
77520,Fatal
77521,Non-Fatal
77522,Fatal
77523,Non-Fatal
77524,Non-Fatal
77525,Non-Fatal
77526,Fatal
77527,Fatal
77528,Non-Fatal
77529,Fatal
77530,Non-Fatal
77531,Non-Fatal
77532,Non-Fatal
77533,Fatal
77534,Non-Fatal
77535,Non-Fatal
77536,Non-Fatal
77537,Non-Fatal
77538,Non-Fatal
77539,Non-Fatal
77540,Non-Fatal
77541,
77542,Non-Fatal
77543,Non-Fatal
77544,Non-Fatal
77545,Non-Fatal
77546,Non-Fatal
77547,Non-Fatal
77548,Non-Fatal
77549,Non-Fatal
77550,Non-Fatal
77551,Non-Fatal
77552,Non-Fatal
77553,Fatal
77554,Fatal
77555,Non-Fatal
77556,Fatal
77557,Non-Fatal
77558,Non-Fatal
77559,Non-Fatal
77560,Fatal
77561,Non-Fatal
77562,Non-Fatal
77563,Non-Fatal
77564,Non-Fatal
77565,Non-Fatal
77566,Non-Fatal
77567,Non-Fatal
77568,Non-Fatal
77569,Fatal
77570,Fatal
77571,Non-Fatal
77572,Fatal
77573,Non-Fatal
77574,Fatal
77575,Fatal
77576,Fatal
77577,Fatal
77578,Non-Fatal
77579,Non-Fatal
77580,Non-Fatal
77581,Non-Fatal
77582,Non-Fatal
77583,Non-Fatal
77584,Non-Fatal
77585,Non-Fatal
77586,Non-Fatal
77587,Fatal
77588,Non-Fatal
77589,Non-Fatal
77590,Non-Fatal
77591,Non-Fatal
77592,Non-Fatal
77593,Non-Fatal
77594,Fatal
77595,Non-Fatal
77596,Non-Fatal
77597,Non-Fatal
77598,Non-Fatal
77599,Fatal
77600,Non-Fatal
77601,Non-Fatal
77602,Fatal
77603,Fatal
77604,Non-Fatal
77605,Non-Fatal
77606,Non-Fatal
77607,Fatal
77608,Fatal
77609,Non-Fatal
77610,Non-Fatal
77611,Non-Fatal
77612,
77613,Fatal
77614,Non-Fatal
77615,Non-Fatal
77616,Fatal
77617,Non-Fatal
77618,Non-Fatal
77619,Non-Fatal
77620,Fatal
77621,Non-Fatal
77622,Non-Fatal
77623,Non-Fatal
77624,Non-Fatal
77625,Non-Fatal
77626,Non-Fatal
77627,Non-Fatal
77628,Non-Fatal
77629,Non-Fatal
77630,Non-Fatal
77631,
77632,Non-Fatal
77633,Non-Fatal
77634,Non-Fatal
77635,Non-Fatal
77636,Non-Fatal
77637,Non-Fatal
77638,Non-Fatal
77639,Non-Fatal
77640,Non-Fatal
77641,Non-Fatal
77642,Non-Fatal
77643,Non-Fatal
77644,
77645,Fatal
77646,Fatal
77647,Non-Fatal
77648,Non-Fatal
77649,Non-Fatal
77650,Non-Fatal
77651,Non-Fatal
77652,Non-Fatal
77653,
77654,
77655,Fatal
77656,Non-Fatal
77657,Non-Fatal
77658,
77659,Fatal
77660,
77661,Fatal
77662,Fatal
77663,Fatal
77664,Non-Fatal
77665,Fatal
77666,Non-Fatal
77667,Non-Fatal
77668,Fatal
77669,Fatal
77670,Non-Fatal
77671,Non-Fatal
77672,
77673,Non-Fatal
77674,Fatal
77675,Fatal
77676,Non-Fatal
77677,Non-Fatal
77678,Fatal
77679,
77680,Non-Fatal
77681,Non-Fatal
77682,Non-Fatal
77683,Fatal
77684,Fatal
77685,Non-Fatal
77686,Non-Fatal
77687,Non-Fatal
77688,Non-Fatal
77689,Non-Fatal
77690,Fatal
77691,Non-Fatal
77692,Non-Fatal
77693,Non-Fatal
77694,Non-Fatal
77695,Non-Fatal
77696,Fatal
77697,Non-Fatal
77698,Non-Fatal
77699,Non-Fatal
77700,
77701,Non-Fatal
77702,Fatal
77703,Fatal
77704,Non-Fatal
77705,Non-Fatal
77706,Non-Fatal
77707,Non-Fatal
77708,Fatal
77709,Non-Fatal
77710,Non-Fatal
77711,Non-Fatal
77712,Non-Fatal
77713,Non-Fatal
77714,Fatal
77715,Non-Fatal
77716,Fatal
77717,Non-Fatal
77718,Non-Fatal
77719,Non-Fatal
77720,Non-Fatal
77721,Non-Fatal
77722,Non-Fatal
77723,Fatal
77724,Non-Fatal
77725,Non-Fatal
77726,Non-Fatal
77727,Non-Fatal
77728,Non-Fatal
77729,Non-Fatal
77730,Non-Fatal
77731,Fatal
77732,Fatal
77733,Non-Fatal
77734,Non-Fatal
77735,Non-Fatal
77736,Non-Fatal
77737,
77738,Non-Fatal
77739,Non-Fatal
77740,Non-Fatal
77741,Non-Fatal
77742,Non-Fatal
77743,Non-Fatal
77744,Non-Fatal
77745,Non-Fatal
77746,Non-Fatal
77747,Non-Fatal
77748,Non-Fatal
77749,Fatal
77750,Fatal
77751,Fatal
77752,Fatal
77753,Non-Fatal
77754,Non-Fatal
77755,Non-Fatal
77756,Non-Fatal
77757,Non-Fatal
77758,Non-Fatal
77759,Non-Fatal
